,Gene name,Gene type,Gene description
16451,EAF2,protein_coding,ELL associated factor 2 [Source:HGNC Symbol;Acc:HGNC:23115]
16452,SUMO4,protein_coding,small ubiquitin like modifier 4 [Source:HGNC Symbol;Acc:HGNC:21181]
16453,ZC3H12D,protein_coding,zinc finger CCCH-type containing 12D [Source:HGNC Symbol;Acc:HGNC:21175]
16454,SLX4,protein_coding,SLX4 structure-specific endonuclease subunit [Source:HGNC Symbol;Acc:HGNC:23845]
16455,SMIM46,protein_coding,small integral membrane protein 46 [Source:HGNC Symbol;Acc:HGNC:56307]
16456,FPR1,protein_coding,formyl peptide receptor 1 [Source:HGNC Symbol;Acc:HGNC:3826]
16457,SLC15A2,protein_coding,solute carrier family 15 member 2 [Source:HGNC Symbol;Acc:HGNC:10921]
16458,TAB2,protein_coding,TGF-beta activated kinase 1 (MAP3K7) binding protein 2 [Source:HGNC Symbol;Acc:HGNC:17075]
16459,TYK2,protein_coding,tyrosine kinase 2 [Source:HGNC Symbol;Acc:HGNC:12440]
16460,ECHDC1,protein_coding,ethylmalonyl-CoA decarboxylase 1 [Source:HGNC Symbol;Acc:HGNC:21489]
16461,RSL1D1,protein_coding,ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24534]
16462,CREBL2,protein_coding,cAMP responsive element binding protein like 2 [Source:HGNC Symbol;Acc:HGNC:2350]
16463,DGKI,protein_coding,diacylglycerol kinase iota [Source:HGNC Symbol;Acc:HGNC:2855]
16464,GPR19,protein_coding,G protein-coupled receptor 19 [Source:HGNC Symbol;Acc:HGNC:4473]
16465,TMEM50A,protein_coding,transmembrane protein 50A [Source:HGNC Symbol;Acc:HGNC:30590]
16466,APOLD1,protein_coding,apolipoprotein L domain containing 1 [Source:HGNC Symbol;Acc:HGNC:25268]
16467,DDX47,protein_coding,DEAD-box helicase 47 [Source:HGNC Symbol;Acc:HGNC:18682]
16468,MACO1,protein_coding,macoilin 1 [Source:HGNC Symbol;Acc:HGNC:25572]
16469,GP5,protein_coding,glycoprotein V platelet [Source:HGNC Symbol;Acc:HGNC:4443]
16470,MYLK,protein_coding,myosin light chain kinase [Source:HGNC Symbol;Acc:HGNC:7590]
16471,TSEN15,protein_coding,tRNA splicing endonuclease subunit 15 [Source:HGNC Symbol;Acc:HGNC:16791]
16472,CREB3L2,protein_coding,cAMP responsive element binding protein 3 like 2 [Source:HGNC Symbol;Acc:HGNC:23720]
16473,GSPT1,protein_coding,G1 to S phase transition 1 [Source:HGNC Symbol;Acc:HGNC:4621]
16474,NEB,protein_coding,nebulin [Source:HGNC Symbol;Acc:HGNC:7720]
16475,CEP95,protein_coding,centrosomal protein 95 [Source:HGNC Symbol;Acc:HGNC:25141]
16476,ZNF550,protein_coding,zinc finger protein 550 [Source:HGNC Symbol;Acc:HGNC:28643]
16477,HNF1A,protein_coding,HNF1 homeobox A [Source:HGNC Symbol;Acc:HGNC:11621]
16478,LRRC71,protein_coding,leucine rich repeat containing 71 [Source:HGNC Symbol;Acc:HGNC:26556]
16479,MYL10,protein_coding,myosin light chain 10 [Source:HGNC Symbol;Acc:HGNC:29825]
16480,TPRX2,protein_coding,tetrapeptide repeat homeobox 2 [Source:HGNC Symbol;Acc:HGNC:32175]
16481,SULT2A1,protein_coding,sulfotransferase family 2A member 1 [Source:HGNC Symbol;Acc:HGNC:11458]
16482,GUCA1ANB,protein_coding,GUCA1A neighbor [Source:HGNC Symbol;Acc:HGNC:55126]
16483,GUCA1A,protein_coding,guanylate cyclase activator 1A [Source:HGNC Symbol;Acc:HGNC:4678]
16484,SYCP2L,protein_coding,synaptonemal complex protein 2 like [Source:HGNC Symbol;Acc:HGNC:21537]
16485,FMN2,protein_coding,formin 2 [Source:HGNC Symbol;Acc:HGNC:14074]
16486,SEZ6,protein_coding,seizure related 6 homolog [Source:HGNC Symbol;Acc:HGNC:15955]
16487,C19orf54,protein_coding,chromosome 19 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:24758]
16488,POLR1F,protein_coding,RNA polymerase I subunit F [Source:HGNC Symbol;Acc:HGNC:18027]
16489,TMEM196,protein_coding,transmembrane protein 196 [Source:HGNC Symbol;Acc:HGNC:22431]
16490,BUD23,protein_coding,BUD23 rRNA methyltransferase and ribosome maturation factor [Source:HGNC Symbol;Acc:HGNC:16405]
16491,TNFRSF17,protein_coding,TNF receptor superfamily member 17 [Source:HGNC Symbol;Acc:HGNC:11913]
16492,SNRPA,protein_coding,small nuclear ribonucleoprotein polypeptide A [Source:HGNC Symbol;Acc:HGNC:11151]
16493,ELOVL2,protein_coding,ELOVL fatty acid elongase 2 [Source:HGNC Symbol;Acc:HGNC:14416]
16494,DNAH3,protein_coding,dynein axonemal heavy chain 3 [Source:HGNC Symbol;Acc:HGNC:2949]
16495,CDV3,protein_coding,CDV3 homolog [Source:HGNC Symbol;Acc:HGNC:26928]
16496,SMIM13,protein_coding,small integral membrane protein 13 [Source:HGNC Symbol;Acc:HGNC:27356]
16497,ERVFRD-1,protein_coding,"endogenous retrovirus group FRD member 1, envelope [Source:HGNC Symbol;Acc:HGNC:33823]"
16498,SCGN,protein_coding,"secretagogin, EF-hand calcium binding protein [Source:HGNC Symbol;Acc:HGNC:16941]"
16499,CPA1,protein_coding,carboxypeptidase A1 [Source:HGNC Symbol;Acc:HGNC:2296]
16500,MIA,protein_coding,MIA SH3 domain containing [Source:HGNC Symbol;Acc:HGNC:7076]
16501,H2AC1,protein_coding,H2A clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:18729]
16502,H2BC1,protein_coding,H2B clustered histone 1 [Source:HGNC Symbol;Acc:HGNC:18730]
16503,GLP1R,protein_coding,glucagon like peptide 1 receptor [Source:HGNC Symbol;Acc:HGNC:4324]
16504,GREM2,protein_coding,"gremlin 2, DAN family BMP antagonist [Source:HGNC Symbol;Acc:HGNC:17655]"
16505,HEATR6,protein_coding,HEAT repeat containing 6 [Source:HGNC Symbol;Acc:HGNC:24076]
16506,TOPBP1,protein_coding,DNA topoisomerase II binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17008]
16507,CNOT4,protein_coding,CCR4-NOT transcription complex subunit 4 [Source:HGNC Symbol;Acc:HGNC:7880]
16508,ITPKC,protein_coding,inositol-trisphosphate 3-kinase C [Source:HGNC Symbol;Acc:HGNC:14897]
16509,ADAMTSL4,protein_coding,ADAMTS like 4 [Source:HGNC Symbol;Acc:HGNC:19706]
16510,SAYSD1,protein_coding,SAYSVFN motif domain containing 1 [Source:HGNC Symbol;Acc:HGNC:21025]
16511,KCNK5,protein_coding,potassium two pore domain channel subfamily K member 5 [Source:HGNC Symbol;Acc:HGNC:6280]
16512,LEMD2,protein_coding,LEM domain nuclear envelope protein 2 [Source:HGNC Symbol;Acc:HGNC:21244]
16513,ATP2A2,protein_coding,ATPase sarcoplasmic/endoplasmic reticulum Ca2+ transporting 2 [Source:HGNC Symbol;Acc:HGNC:812]
16514,MAST1,protein_coding,microtubule associated serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:19034]
16515,MMP15,protein_coding,matrix metallopeptidase 15 [Source:HGNC Symbol;Acc:HGNC:7161]
16516,SPINK8,protein_coding,serine peptidase inhibitor Kazal type 8 (putative) [Source:HGNC Symbol;Acc:HGNC:33160]
16517,NPC1L1,protein_coding,NPC1 like intracellular cholesterol transporter 1 [Source:HGNC Symbol;Acc:HGNC:7898]
16518,SHOX2,protein_coding,short stature homeobox 2 [Source:HGNC Symbol;Acc:HGNC:10854]
16519,PTP4A2,protein_coding,protein tyrosine phosphatase 4A2 [Source:HGNC Symbol;Acc:HGNC:9635]
16520,PLA2G4C,protein_coding,phospholipase A2 group IVC [Source:HGNC Symbol;Acc:HGNC:9037]
16521,USB1,protein_coding,U6 snRNA biogenesis phosphodiesterase 1 [Source:HGNC Symbol;Acc:HGNC:25792]
16522,MLN,protein_coding,motilin [Source:HGNC Symbol;Acc:HGNC:7141]
16523,SPAG9,protein_coding,sperm associated antigen 9 [Source:HGNC Symbol;Acc:HGNC:14524]
16524,ATP13A5,protein_coding,ATPase 13A5 [Source:HGNC Symbol;Acc:HGNC:31789]
16525,ROBO1,protein_coding,roundabout guidance receptor 1 [Source:HGNC Symbol;Acc:HGNC:10249]
16526,FNBP1L,protein_coding,formin binding protein 1 like [Source:HGNC Symbol;Acc:HGNC:20851]
16527,PYM1,protein_coding,"PYM homolog 1, exon junction complex associated factor [Source:HGNC Symbol;Acc:HGNC:30258]"
16528,KIAA0408,protein_coding,KIAA0408 [Source:HGNC Symbol;Acc:HGNC:21636]
16529,NPIPB11,protein_coding,nuclear pore complex interacting protein family member B11 [Source:HGNC Symbol;Acc:HGNC:37453]
16530,ZFYVE9,protein_coding,zinc finger FYVE-type containing 9 [Source:HGNC Symbol;Acc:HGNC:6775]
16531,PMEL,protein_coding,premelanosome protein [Source:HGNC Symbol;Acc:HGNC:10880]
16532,DDX56,protein_coding,DEAD-box helicase 56 [Source:HGNC Symbol;Acc:HGNC:18193]
16533,SULT1A1,protein_coding,sulfotransferase family 1A member 1 [Source:HGNC Symbol;Acc:HGNC:11453]
16534,ZSWIM9,protein_coding,zinc finger SWIM-type containing 9 [Source:HGNC Symbol;Acc:HGNC:34495]
16535,ACD,protein_coding,ACD shelterin complex subunit and telomerase recruitment factor [Source:HGNC Symbol;Acc:HGNC:25070]
16536,C6orf58,protein_coding,chromosome 6 open reading frame 58 [Source:HGNC Symbol;Acc:HGNC:20960]
16537,CARD8,protein_coding,caspase recruitment domain family member 8 [Source:HGNC Symbol;Acc:HGNC:17057]
16538,GRM4,protein_coding,glutamate metabotropic receptor 4 [Source:HGNC Symbol;Acc:HGNC:4596]
16539,C3orf49,protein_coding,chromosome 3 open reading frame 49 [Source:HGNC Symbol;Acc:HGNC:25190]
16540,CCDC83,protein_coding,coiled-coil domain containing 83 [Source:HGNC Symbol;Acc:HGNC:28535]
16541,PDPN,protein_coding,podoplanin [Source:HGNC Symbol;Acc:HGNC:29602]
16542,OR5H15,protein_coding,olfactory receptor family 5 subfamily H member 15 [Source:HGNC Symbol;Acc:HGNC:31287]
16543,KCNMB2,protein_coding,potassium calcium-activated channel subfamily M regulatory beta subunit 2 [Source:HGNC Symbol;Acc:HGNC:6286]
16544,SYTL2,protein_coding,synaptotagmin like 2 [Source:HGNC Symbol;Acc:HGNC:15585]
16545,SRGAP3,protein_coding,SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]
16546,TMED4,protein_coding,transmembrane p24 trafficking protein 4 [Source:HGNC Symbol;Acc:HGNC:22301]
16547,TMCO4,protein_coding,transmembrane and coiled-coil domains 4 [Source:HGNC Symbol;Acc:HGNC:27393]
16548,NOD2,protein_coding,nucleotide binding oligomerization domain containing 2 [Source:HGNC Symbol;Acc:HGNC:5331]
16549,MOGS,protein_coding,mannosyl-oligosaccharide glucosidase [Source:HGNC Symbol;Acc:HGNC:24862]
16550,OGDH,protein_coding,oxoglutarate dehydrogenase [Source:HGNC Symbol;Acc:HGNC:8124]
16551,CDK2,protein_coding,cyclin dependent kinase 2 [Source:HGNC Symbol;Acc:HGNC:1771]
16552,HYI,protein_coding,hydroxypyruvate isomerase (putative) [Source:HGNC Symbol;Acc:HGNC:26948]
16553,PHKB,protein_coding,phosphorylase kinase regulatory subunit beta [Source:HGNC Symbol;Acc:HGNC:8927]
16554,IL1R2,protein_coding,interleukin 1 receptor type 2 [Source:HGNC Symbol;Acc:HGNC:5994]
16555,SMIM29,protein_coding,small integral membrane protein 29 [Source:HGNC Symbol;Acc:HGNC:1340]
16556,SP2,protein_coding,Sp2 transcription factor [Source:HGNC Symbol;Acc:HGNC:11207]
16557,CPNE9,protein_coding,copine family member 9 [Source:HGNC Symbol;Acc:HGNC:24336]
16558,MPP2,protein_coding,MAGUK p55 scaffold protein 2 [Source:HGNC Symbol;Acc:HGNC:7220]
16559,GLIPR1L1,protein_coding,GLIPR1 like 1 [Source:HGNC Symbol;Acc:HGNC:28392]
16560,NUDT3,protein_coding,nudix hydrolase 3 [Source:HGNC Symbol;Acc:HGNC:8050]
16561,HMGA1,protein_coding,high mobility group AT-hook 1 [Source:HGNC Symbol;Acc:HGNC:5010]
16562,WDR12,protein_coding,WD repeat domain 12 [Source:HGNC Symbol;Acc:HGNC:14098]
16563,GLIPR1L2,protein_coding,GLIPR1 like 2 [Source:HGNC Symbol;Acc:HGNC:28592]
16564,NKTR,protein_coding,natural killer cell triggering receptor [Source:HGNC Symbol;Acc:HGNC:7833]
16565,ADGRB2,protein_coding,adhesion G protein-coupled receptor B2 [Source:HGNC Symbol;Acc:HGNC:944]
16566,GLIPR1,protein_coding,GLI pathogenesis related 1 [Source:HGNC Symbol;Acc:HGNC:17001]
16567,SOGA3,protein_coding,SOGA family member 3 [Source:HGNC Symbol;Acc:HGNC:21494]
16568,TTBK1,protein_coding,tau tubulin kinase 1 [Source:HGNC Symbol;Acc:HGNC:19140]
16569,ZMIZ2,protein_coding,zinc finger MIZ-type containing 2 [Source:HGNC Symbol;Acc:HGNC:22229]
16570,KRR1,protein_coding,KRR1 small subunit processome component homolog [Source:HGNC Symbol;Acc:HGNC:5176]
16571,SUMO1,protein_coding,small ubiquitin like modifier 1 [Source:HGNC Symbol;Acc:HGNC:12502]
16572,ARID1B,protein_coding,AT-rich interaction domain 1B [Source:HGNC Symbol;Acc:HGNC:18040]
16573,SELENOT,protein_coding,selenoprotein T [Source:HGNC Symbol;Acc:HGNC:18136]
16574,OR6C4,protein_coding,olfactory receptor family 6 subfamily C member 4 [Source:HGNC Symbol;Acc:HGNC:19632]
16575,LMNTD1,protein_coding,lamin tail domain containing 1 [Source:HGNC Symbol;Acc:HGNC:26683]
16576,ZNF114,protein_coding,zinc finger protein 114 [Source:HGNC Symbol;Acc:HGNC:12894]
16577,ODAD1,protein_coding,outer dynein arm docking complex subunit 1 [Source:HGNC Symbol;Acc:HGNC:26560]
16578,PTX4,protein_coding,pentraxin 4 [Source:HGNC Symbol;Acc:HGNC:14171]
16579,NOP58,protein_coding,NOP58 ribonucleoprotein [Source:HGNC Symbol;Acc:HGNC:29926]
16580,TELO2,protein_coding,telomere maintenance 2 [Source:HGNC Symbol;Acc:HGNC:29099]
16581,RASA2,protein_coding,RAS p21 protein activator 2 [Source:HGNC Symbol;Acc:HGNC:9872]
16582,EMP3,protein_coding,epithelial membrane protein 3 [Source:HGNC Symbol;Acc:HGNC:3335]
16583,HDAC9,protein_coding,histone deacetylase 9 [Source:HGNC Symbol;Acc:HGNC:14065]
16584,PLD1,protein_coding,phospholipase D1 [Source:HGNC Symbol;Acc:HGNC:9067]
16585,ERBB3,protein_coding,erb-b2 receptor tyrosine kinase 3 [Source:HGNC Symbol;Acc:HGNC:3431]
16586,CLCN7,protein_coding,chloride voltage-gated channel 7 [Source:HGNC Symbol;Acc:HGNC:2025]
16587,LIG1,protein_coding,DNA ligase 1 [Source:HGNC Symbol;Acc:HGNC:6598]
16588,BMPR2,protein_coding,bone morphogenetic protein receptor type 2 [Source:HGNC Symbol;Acc:HGNC:1078]
16589,PSME3,protein_coding,proteasome activator subunit 3 [Source:HGNC Symbol;Acc:HGNC:9570]
16590,NTNG1,protein_coding,netrin G1 [Source:HGNC Symbol;Acc:HGNC:23319]
16591,FAM117B,protein_coding,family with sequence similarity 117 member B [Source:HGNC Symbol;Acc:HGNC:14440]
16592,TAFA1,protein_coding,TAFA chemokine like family member 1 [Source:HGNC Symbol;Acc:HGNC:21587]
16593,YY1AP1,protein_coding,YY1 associated protein 1 [Source:HGNC Symbol;Acc:HGNC:30935]
16594,HIVEP2,protein_coding,HIVEP zinc finger 2 [Source:HGNC Symbol;Acc:HGNC:4921]
16595,SELENOK,protein_coding,selenoprotein K [Source:HGNC Symbol;Acc:HGNC:30394]
16596,ZNF512,protein_coding,zinc finger protein 512 [Source:HGNC Symbol;Acc:HGNC:29380]
16597,SCAP,protein_coding,SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]
16598,TRHDE,protein_coding,thyrotropin releasing hormone degrading enzyme [Source:HGNC Symbol;Acc:HGNC:30748]
16599,CES4A,protein_coding,carboxylesterase 4A [Source:HGNC Symbol;Acc:HGNC:26741]
16600,SYNE1,protein_coding,spectrin repeat containing nuclear envelope protein 1 [Source:HGNC Symbol;Acc:HGNC:17089]
16601,CCDC121,protein_coding,coiled-coil domain containing 121 [Source:HGNC Symbol;Acc:HGNC:25833]
16602,GPN1,protein_coding,GPN-loop GTPase 1 [Source:HGNC Symbol;Acc:HGNC:17030]
16603,SHISA5,protein_coding,shisa family member 5 [Source:HGNC Symbol;Acc:HGNC:30376]
16604,NARF,protein_coding,nuclear prelamin A recognition factor [Source:HGNC Symbol;Acc:HGNC:29916]
16605,OR6C75,protein_coding,olfactory receptor family 6 subfamily C member 75 [Source:HGNC Symbol;Acc:HGNC:31304]
16606,OR6C76,protein_coding,olfactory receptor family 6 subfamily C member 76 [Source:HGNC Symbol;Acc:HGNC:31305]
16607,OR6C6,protein_coding,olfactory receptor family 6 subfamily C member 6 [Source:HGNC Symbol;Acc:HGNC:31293]
16608,NUP160,protein_coding,nucleoporin 160 [Source:HGNC Symbol;Acc:HGNC:18017]
16609,ANP32D,protein_coding,acidic nuclear phosphoprotein 32 family member D [Source:HGNC Symbol;Acc:HGNC:16676]
16610,C12orf54,protein_coding,chromosome 12 open reading frame 54 [Source:HGNC Symbol;Acc:HGNC:28553]
16611,LALBA,protein_coding,lactalbumin alpha [Source:HGNC Symbol;Acc:HGNC:6480]
16612,FAHD1,protein_coding,fumarylacetoacetate hydrolase domain containing 1 [Source:HGNC Symbol;Acc:HGNC:14169]
16613,NUDT16L1,protein_coding,nudix hydrolase 16 like 1 [Source:HGNC Symbol;Acc:HGNC:28154]
16614,NEUROD4,protein_coding,neuronal differentiation 4 [Source:HGNC Symbol;Acc:HGNC:13802]
16615,OR9K2,protein_coding,olfactory receptor family 9 subfamily K member 2 [Source:HGNC Symbol;Acc:HGNC:15339]
16616,LITAFD,protein_coding,LITAF domain containing [Source:HGNC Symbol;Acc:HGNC:53927]
16617,PRSS41,protein_coding,serine protease 41 [Source:HGNC Symbol;Acc:HGNC:30715]
16618,TP53TG3B,protein_coding,TP53 target 3B [Source:HGNC Symbol;Acc:HGNC:37202]
16619,MOB3A,protein_coding,MOB kinase activator 3A [Source:HGNC Symbol;Acc:HGNC:29802]
16620,CCDC174,protein_coding,coiled-coil domain containing 174 [Source:HGNC Symbol;Acc:HGNC:28033]
16621,TP53TG3D,protein_coding,TP53 target 3D [Source:HGNC Symbol;Acc:HGNC:44657]
16622,TP53TG3E,protein_coding,TP53 target 3 family member E [Source:HGNC Symbol;Acc:HGNC:51816]
16623,IZUMO4,protein_coding,IZUMO family member 4 [Source:HGNC Symbol;Acc:HGNC:26950]
16624,GPRC5A,protein_coding,G protein-coupled receptor class C group 5 member A [Source:HGNC Symbol;Acc:HGNC:9836]
16625,HEBP1,protein_coding,heme binding protein 1 [Source:HGNC Symbol;Acc:HGNC:17176]
16626,PHF7,protein_coding,PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]
16627,SUPT7L,protein_coding,"SPT7 like, STAGA complex subunit gamma [Source:HGNC Symbol;Acc:HGNC:30632]"
16628,GARIN6,protein_coding,golgi associated RAB2 interactor family member 6 [Source:HGNC Symbol;Acc:HGNC:28594]
16629,PRKAG1,protein_coding,protein kinase AMP-activated non-catalytic subunit gamma 1 [Source:HGNC Symbol;Acc:HGNC:9385]
16630,TBXAS1,protein_coding,thromboxane A synthase 1 [Source:HGNC Symbol;Acc:HGNC:11609]
16631,PRSS53,protein_coding,serine protease 53 [Source:HGNC Symbol;Acc:HGNC:34407]
16632,ADRA2B,protein_coding,adrenoceptor alpha 2B [Source:HGNC Symbol;Acc:HGNC:282]
16633,MAP4K3,protein_coding,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:HGNC:6865]
16634,FAAP24,protein_coding,FA core complex associated protein 24 [Source:HGNC Symbol;Acc:HGNC:28467]
16635,WDR6,protein_coding,WD repeat domain 6 [Source:HGNC Symbol;Acc:HGNC:12758]
16636,PABPN1L,protein_coding,"PABPN1 like, cytoplasmic [Source:HGNC Symbol;Acc:HGNC:37237]"
16637,OR7C1,protein_coding,olfactory receptor family 7 subfamily C member 1 [Source:HGNC Symbol;Acc:HGNC:8373]
16638,TP53TG3,protein_coding,TP53 target 3 [Source:HGNC Symbol;Acc:HGNC:30759]
16639,RPS10,protein_coding,ribosomal protein S10 [Source:HGNC Symbol;Acc:HGNC:10383]
16640,PCSK4,protein_coding,proprotein convertase subtilisin/kexin type 4 [Source:HGNC Symbol;Acc:HGNC:8746]
16641,CPHXL2,protein_coding,cytoplasmic polyadenylated homeobox like 2 [Source:HGNC Symbol;Acc:HGNC:55919]
16642,MED24,protein_coding,mediator complex subunit 24 [Source:HGNC Symbol;Acc:HGNC:22963]
16643,DOK4,protein_coding,docking protein 4 [Source:HGNC Symbol;Acc:HGNC:19868]
16644,PACSIN1,protein_coding,protein kinase C and casein kinase substrate in neurons 1 [Source:HGNC Symbol;Acc:HGNC:8570]
16645,TKT,protein_coding,transketolase [Source:HGNC Symbol;Acc:HGNC:11834]
16646,ERVK3-1,protein_coding,endogenous retrovirus group K3 member 1 [Source:HGNC Symbol;Acc:HGNC:30466]
16647,CDKN1B,protein_coding,cyclin dependent kinase inhibitor 1B [Source:HGNC Symbol;Acc:HGNC:1785]
16648,PDE4C,protein_coding,phosphodiesterase 4C [Source:HGNC Symbol;Acc:HGNC:8782]
16649,SPDEF,protein_coding,SAM pointed domain containing ETS transcription factor [Source:HGNC Symbol;Acc:HGNC:17257]
16650,ERP29,protein_coding,endoplasmic reticulum protein 29 [Source:HGNC Symbol;Acc:HGNC:13799]
16651,ILRUN,protein_coding,inflammation and lipid regulator with UBA-like and NBR1-like domains [Source:HGNC Symbol;Acc:HGNC:21215]
16652,RASA4B,protein_coding,RAS p21 protein activator 4B [Source:HGNC Symbol;Acc:HGNC:35202]
16653,NPIPB2,protein_coding,nuclear pore complex interacting protein family member B2 [Source:HGNC Symbol;Acc:HGNC:37451]
16654,NAA25,protein_coding,"N-alpha-acetyltransferase 25, NatB auxiliary subunit [Source:HGNC Symbol;Acc:HGNC:25783]"
16655,FOXP4,protein_coding,forkhead box P4 [Source:HGNC Symbol;Acc:HGNC:20842]
16656,NPIPB7,protein_coding,nuclear pore complex interacting protein family member B7 [Source:HGNC Symbol;Acc:HGNC:33832]
16657,NQO1,protein_coding,NAD(P)H quinone dehydrogenase 1 [Source:HGNC Symbol;Acc:HGNC:2874]
16658,ABHD14A,protein_coding,abhydrolase domain containing 14A [Source:HGNC Symbol;Acc:HGNC:24538]
16659,AQP12A,protein_coding,aquaporin 12A [Source:HGNC Symbol;Acc:HGNC:19941]
16660,IMMT,protein_coding,inner membrane mitochondrial protein [Source:HGNC Symbol;Acc:HGNC:6047]
16661,CHST13,protein_coding,carbohydrate sulfotransferase 13 [Source:HGNC Symbol;Acc:HGNC:21755]
16662,CIP2A,protein_coding,cellular inhibitor of PP2A [Source:HGNC Symbol;Acc:HGNC:29302]
16663,ANKRD65,protein_coding,ankyrin repeat domain 65 [Source:HGNC Symbol;Acc:HGNC:42950]
16664,NOB1,protein_coding,NIN1 (RPN12) binding protein 1 homolog [Source:HGNC Symbol;Acc:HGNC:29540]
16665,SNAP47,protein_coding,synaptosome associated protein 47 [Source:HGNC Symbol;Acc:HGNC:30669]
16666,TRAFD1,protein_coding,TRAF-type zinc finger domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24808]
16667,CRBN,protein_coding,cereblon [Source:HGNC Symbol;Acc:HGNC:30185]
16668,ZSCAN5C,protein_coding,zinc finger and SCAN domain containing 5C [Source:HGNC Symbol;Acc:HGNC:34294]
16669,PINLYP,protein_coding,phospholipase A2 inhibitor and LY6/PLAUR domain containing [Source:HGNC Symbol;Acc:HGNC:44206]
16670,B4GALT2,protein_coding,"beta-1,4-galactosyltransferase 2 [Source:HGNC Symbol;Acc:HGNC:925]"
16671,NFAT5,protein_coding,nuclear factor of activated T cells 5 [Source:HGNC Symbol;Acc:HGNC:7774]
16672,SELENOV,protein_coding,selenoprotein V [Source:HGNC Symbol;Acc:HGNC:30399]
16673,DPRX,protein_coding,divergent-paired related homeobox [Source:HGNC Symbol;Acc:HGNC:32166]
16674,OLFML2B,protein_coding,olfactomedin like 2B [Source:HGNC Symbol;Acc:HGNC:24558]
16675,NLRP11,protein_coding,NLR family pyrin domain containing 11 [Source:HGNC Symbol;Acc:HGNC:22945]
16676,TTC24,protein_coding,tetratricopeptide repeat domain 24 [Source:HGNC Symbol;Acc:HGNC:32348]
16677,HECTD4,protein_coding,HECT domain E3 ubiquitin protein ligase 4 [Source:HGNC Symbol;Acc:HGNC:26611]
16678,IL20,protein_coding,interleukin 20 [Source:HGNC Symbol;Acc:HGNC:6002]
16679,CNTN3,protein_coding,contactin 3 [Source:HGNC Symbol;Acc:HGNC:2173]
16680,DNASE2B,protein_coding,deoxyribonuclease 2 beta [Source:HGNC Symbol;Acc:HGNC:28875]
16681,CCDC194,protein_coding,coiled-coil domain containing 194 [Source:HGNC Symbol;Acc:HGNC:53438]
16682,VN1R4,protein_coding,vomeronasal 1 receptor 4 [Source:HGNC Symbol;Acc:HGNC:19871]
16683,SMIM44,protein_coding,small integral membrane protein 44 [Source:HGNC Symbol;Acc:HGNC:55815]
16684,ARHGAP35,protein_coding,Rho GTPase activating protein 35 [Source:HGNC Symbol;Acc:HGNC:4591]
16685,OR2L2,protein_coding,olfactory receptor family 2 subfamily L member 2 [Source:HGNC Symbol;Acc:HGNC:8266]
16686,NPAS1,protein_coding,neuronal PAS domain protein 1 [Source:HGNC Symbol;Acc:HGNC:7894]
16687,OR2L3,protein_coding,olfactory receptor family 2 subfamily L member 3 [Source:HGNC Symbol;Acc:HGNC:15009]
16688,B9D1,protein_coding,B9 domain containing 1 [Source:HGNC Symbol;Acc:HGNC:24123]
16689,OR2M4,protein_coding,olfactory receptor family 2 subfamily M member 4 [Source:HGNC Symbol;Acc:HGNC:8270]
16690,MANEAL,protein_coding,mannosidase endo-alpha like [Source:HGNC Symbol;Acc:HGNC:26452]
16691,LEKR1,protein_coding,"leucine, glutamate and lysine rich 1 [Source:HGNC Symbol;Acc:HGNC:33765]"
16692,SOD2,protein_coding,superoxide dismutase 2 [Source:HGNC Symbol;Acc:HGNC:11180]
16693,ADPRH,protein_coding,ADP-ribosylarginine hydrolase [Source:HGNC Symbol;Acc:HGNC:269]
16694,TMEM160,protein_coding,transmembrane protein 160 [Source:HGNC Symbol;Acc:HGNC:26042]
16695,ZC3H4,protein_coding,zinc finger CCCH-type containing 4 [Source:HGNC Symbol;Acc:HGNC:17808]
16696,CLK1,protein_coding,CDC like kinase 1 [Source:HGNC Symbol;Acc:HGNC:2068]
16697,DNAH12,protein_coding,dynein axonemal heavy chain 12 [Source:HGNC Symbol;Acc:HGNC:2943]
16698,SAE1,protein_coding,SUMO1 activating enzyme subunit 1 [Source:HGNC Symbol;Acc:HGNC:30660]
16699,KCTD21,protein_coding,potassium channel tetramerization domain containing 21 [Source:HGNC Symbol;Acc:HGNC:27452]
16700,USP35,protein_coding,ubiquitin specific peptidase 35 [Source:HGNC Symbol;Acc:HGNC:20061]
16701,C2CD5,protein_coding,C2 calcium dependent domain containing 5 [Source:HGNC Symbol;Acc:HGNC:29062]
16702,POLR2H,protein_coding,"RNA polymerase II, I and III subunit H [Source:HGNC Symbol;Acc:HGNC:9195]"
16703,CAB39,protein_coding,calcium binding protein 39 [Source:HGNC Symbol;Acc:HGNC:20292]
